Ort	Partei	Stadt	Durchschnittsalter	Erststimmen	ErststimmenAnteil	Zweitstimmen	ZweitstimmenAnteil
Veitshöchheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46.5	0	0	5	8.234519104084321e-4
Waldbrunn	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.4	0	0	4	0.0020757654385054488
Waldbüttelbrunn	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.6	0	0	11	0.003371130861170702
Altertheim	Volt Deutschland	FALSE	44	0	0	2	0.0014760147601476014
Bergtheim	Volt Deutschland	FALSE	42.4	0	0	9	0.003560126582278481
Bieberehren	Volt Deutschland	FALSE	45.1	0	0	0	0
Eisingen	Volt Deutschland	FALSE	44.3	0	0	7	0.0032679738562091504
Erlabrunn	Volt Deutschland	FALSE	43.5	0	0	0	0
Estenfeld	Volt Deutschland	FALSE	44.5	0	0	12	0.0032849712565015056
Gaukönigshofen	Volt Deutschland	FALSE	44.2	0	0	2	0.0011474469305794606
Gerbrunn	Volt Deutschland	FALSE	42.8	0	0	16	0.003885381253035454
Geroldshausen	Volt Deutschland	FALSE	43.1	0	0	6	0.006749156355455568
Greußenheim	Volt Deutschland	FALSE	45	0	0	3	0.0026109660574412533
Güntersleben	Volt Deutschland	FALSE	43.1	0	0	4	0.0013422818791946308
Hausen b.Würzburg	Volt Deutschland	FALSE	43.1	0	0	0	0
Hettstadt	Volt Deutschland	FALSE	45	0	0	3	0.0011985617259288853
Holzkirchen	Volt Deutschland	FALSE	47.1	0	0	0	0
Kirchheim	Volt Deutschland	FALSE	45.3	0	0	2	0.0013360053440213762
Kist	Volt Deutschland	FALSE	45.7	0	0	7	0.004110393423370522
Kleinrinderfeld	Volt Deutschland	FALSE	44.9	0	0	2	0.00149812734082397
Kürnach	Volt Deutschland	FALSE	42.8	0	0	13	0.00391684242241639
Leinach	Volt Deutschland	FALSE	44.4	0	0	4	0.001873536299765808
Margetshöchheim	Volt Deutschland	FALSE	48	0	0	5	0.0022172949002217295
Markt Bütthard	Volt Deutschland	FALSE	45.7	0	0	3	0.0033594624860022394
Markt Eisenheim	Volt Deutschland	FALSE	44.3	0	0	2	0.002188183807439825
Markt Frickenhausen a.Main	Volt Deutschland	FALSE	46.5	0	0	3	0.0037220843672456576
Markt Gelchsheim	Volt Deutschland	FALSE	44.5	0	0	0	0
Markt Giebelstadt	Volt Deutschland	FALSE	43.1	0	0	6	0.001885014137606032
Markt Helmstadt	Volt Deutschland	FALSE	44	0	0	7	0.003757380568974772
Markt Höchberg	Volt Deutschland	FALSE	46	0	0	18	0.0028364323983611725
Markt Neubrunn	Volt Deutschland	FALSE	44.9	0	0	3	0.002051983584131327
Markt Randersacker	Volt Deutschland	FALSE	46.3	0	0	5	0.0021204410517387615
Markt Reichenberg	Volt Deutschland	FALSE	45.1	0	0	6	0.002103049421661409
Markt Remlingen	Volt Deutschland	FALSE	46.2	0	0	4	0.003933136676499509
Markt Rimpar	Volt Deutschland	FALSE	44.9	0	0	14	0.0027772267407260463
Markt Sommerhausen	Volt Deutschland	FALSE	45	0	0	6	0.004332129963898917
Markt Winterhausen	Volt Deutschland	FALSE	47.3	0	0	2	0.0020408163265306124
Markt Zell a.Main	Volt Deutschland	FALSE	44.5	0	0	8	0.003005259203606311
Oberpleichfeld	Volt Deutschland	FALSE	42.5	0	0	1	0.0013175230566534915
Prosselsheim	Volt Deutschland	FALSE	43.1	0	0	2	0.0024783147459727386
Riedenheim	Volt Deutschland	FALSE	46.6	0	0	0	0
Rottendorf	Volt Deutschland	FALSE	44.4	0	0	5	0.001394700139470014
Sonderhofen	Volt Deutschland	FALSE	43.6	0	0	1	0.0016313213703099511
Stadt Aub	Volt Deutschland	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	Volt Deutschland	FALSE	46.6	0	0	3	0.0013654984069185253
Stadt Ochsenfurt	Volt Deutschland	FALSE	45.3	0	0	14	0.0020624631703005302
Stadt Röttingen	Volt Deutschland	FALSE	47	0	0	2	0.0018281535648994515
Tauberrettersheim	Volt Deutschland	FALSE	44.1	0	0	3	0.005136986301369863
Theilheim	Volt Deutschland	FALSE	43.5	0	0	0	0
Thüngersheim	Volt Deutschland	FALSE	45.9	0	0	5	0.0026329647182727752
Uettingen	Volt Deutschland	FALSE	43.5	0	0	3	0.002497918401332223
Unterpleichfeld	Volt Deutschland	FALSE	42.6	0	0	3	0.0015060240963855422
Veitshöchheim	Volt Deutschland	FALSE	46.5	0	0	8	0.0013175230566534915
Waldbrunn	Volt Deutschland	FALSE	43.4	0	0	3	0.0015568240788790867
Waldbüttelbrunn	Volt Deutschland	FALSE	44.6	0	0	11	0.003371130861170702
Altstadt	Alternative für Deutschland	TRUE	39.1	0	0	477	0.0381997277168255
Dürrbachtal	Alternative für Deutschland	TRUE	44.4	0	0	242	0.06588619656956167
Frauenland	Alternative für Deutschland	TRUE	41.3	0	0	520	0.04321449347627358
Grombühl	Alternative für Deutschland	TRUE	38	0	0	202	0.04445422535211268
Heidingsfeld	Alternative für Deutschland	TRUE	45.7	0	0	405	0.06876061120543293
Heuchelhof	Alternative für Deutschland	TRUE	44.2	0	0	645	0.15223035166391313
Lengfeld	Alternative für Deutschland	TRUE	43.8	0	0	441	0.0689816987329892
Lindleinsmühle	Alternative für Deutschland	TRUE	46.1	0	0	275	0.13064133016627077
Rottenbauer	Alternative für Deutschland	TRUE	42.2	0	0	232	0.0897485493230174
Sanderau	Alternative für Deutschland	TRUE	42.5	0	0	331	0.03612748308229644
Steinbachtal	Alternative für Deutschland	TRUE	43.5	0	0	127	0.03937984496124031
Versbach	Alternative für Deutschland	TRUE	44.6	0	0	279	0.06412319007124799
Zellerau	Alternative für Deutschland	TRUE	41.8	0	0	393	0.0635408245755861
Altstadt	Basisdemokratische Partei Deutschland	TRUE	39.1	242	0.019481564965383995	123	0.009850244254024185
Dürrbachtal	Basisdemokratische Partei Deutschland	TRUE	44.4	84	0.023032629558541268	43	0.011707051456575007
Frauenland	Basisdemokratische Partei Deutschland	TRUE	41.3	282	0.023533338896770426	154	0.012798138452588714
Grombühl	Basisdemokratische Partei Deutschland	TRUE	38	93	0.02059344552701506	48	0.01056338028169014
Heidingsfeld	Basisdemokratische Partei Deutschland	TRUE	45.7	172	0.029361556845339705	77	0.013073005093378607
Heuchelhof	Basisdemokratische Partei Deutschland	TRUE	44.2	167	0.03989488772097468	58	0.013688930847297616
Lengfeld	Basisdemokratische Partei Deutschland	TRUE	43.8	165	0.02598834462120019	87	0.01360863444392304
Lindleinsmühle	Basisdemokratische Partei Deutschland	TRUE	46.1	62	0.02966507177033493	19	0.009026128266033254
Rottenbauer	Basisdemokratische Partei Deutschland	TRUE	42.2	89	0.03491565319733229	34	0.013152804642166345
Sanderau	Basisdemokratische Partei Deutschland	TRUE	42.5	191	0.020924627519719543	116	0.012660991049989086
Steinbachtal	Basisdemokratische Partei Deutschland	TRUE	43.5	58	0.01805728518057285	35	0.010852713178294573
Versbach	Basisdemokratische Partei Deutschland	TRUE	44.6	109	0.025231481481481483	57	0.013100436681222707
Zellerau	Basisdemokratische Partei Deutschland	TRUE	41.8	172	0.027972027972027972	79	0.012772837510105092
Altstadt	Bayernpartei	TRUE	39.1	0	0	5	4.00416433090414e-4
Dürrbachtal	Bayernpartei	TRUE	44.4	0	0	6	0.0016335420637081405
Frauenland	Bayernpartei	TRUE	41.3	0	0	10	8.310479514667997e-4
Grombühl	Bayernpartei	TRUE	38	0	0	2	4.4014084507042255e-4
Heidingsfeld	Bayernpartei	TRUE	45.7	0	0	6	0.0010186757215619694
Heuchelhof	Bayernpartei	TRUE	44.2	0	0	0	0
Lengfeld	Bayernpartei	TRUE	43.8	0	0	12	0.0018770530267480056
Lindleinsmühle	Bayernpartei	TRUE	46.1	0	0	1	4.7505938242280285e-4
Rottenbauer	Bayernpartei	TRUE	42.2	0	0	4	0.0015473887814313346
Sanderau	Bayernpartei	TRUE	42.5	0	0	4	4.365858982754857e-4
Steinbachtal	Bayernpartei	TRUE	43.5	0	0	1	3.10077519379845e-4
Versbach	Bayernpartei	TRUE	44.6	0	0	3	6.89496667432774e-4
Zellerau	Bayernpartei	TRUE	41.8	0	0	9	0.0014551333872271624
Altstadt	BÜNDNIS 90/DIE GRÜNEN	TRUE	39.1	4449	0.35815488649170824	4267	0.34171538399935936
Dürrbachtal	BÜNDNIS 90/DIE GRÜNEN	TRUE	44.4	686	0.18809980806142035	674	0.1835012251565478
Frauenland	BÜNDNIS 90/DIE GRÜNEN	TRUE	41.3	3630	0.3029291496286406	3417	0.28396908501620544
Grombühl	BÜNDNIS 90/DIE GRÜNEN	TRUE	38	1553	0.3438883968113375	1446	0.3182218309859155
Heidingsfeld	BÜNDNIS 90/DIE GRÜNEN	TRUE	45.7	1138	0.19426425401160805	1074	0.18234295415959254
Heuchelhof	BÜNDNIS 90/DIE GRÜNEN	TRUE	44.2	557	0.1330625895843287	565	0.1333490677366061
Lengfeld	BÜNDNIS 90/DIE GRÜNEN	TRUE	43.8	1166	0.18365096865648134	1168	0.1826998279368059
Lindleinsmühle	BÜNDNIS 90/DIE GRÜNEN	TRUE	46.1	266	0.12727272727272726	255	0.12114014251781473
Rottenbauer	BÜNDNIS 90/DIE GRÜNEN	TRUE	42.2	498	0.19537073362102786	498	0.19264990328820117
Sanderau	BÜNDNIS 90/DIE GRÜNEN	TRUE	42.5	3020	0.3308501314636284	2888	0.3152150185549007
Steinbachtal	BÜNDNIS 90/DIE GRÜNEN	TRUE	43.5	856	0.26650062266500624	817	0.25333333333333335
Versbach	BÜNDNIS 90/DIE GRÜNEN	TRUE	44.6	839	0.19421296296296298	864	0.19857504022063893
Zellerau	BÜNDNIS 90/DIE GRÜNEN	TRUE	41.8	1844	0.29988616035127663	1731	0.27987065481002427
Altstadt	Bündnis C - Christen für Deutschland	TRUE	39.1	0	0	8	6.406662929446625e-4
Dürrbachtal	Bündnis C - Christen für Deutschland	TRUE	44.4	0	0	2	5.445140212360468e-4
Frauenland	Bündnis C - Christen für Deutschland	TRUE	41.3	0	0	7	5.817335660267597e-4
Grombühl	Bündnis C - Christen für Deutschland	TRUE	38	0	0	6	0.0013204225352112676
Heidingsfeld	Bündnis C - Christen für Deutschland	TRUE	45.7	0	0	7	0.0011884550084889642
Heuchelhof	Bündnis C - Christen für Deutschland	TRUE	44.2	0	0	1	2.360160490913382e-4
Lengfeld	Bündnis C - Christen für Deutschland	TRUE	43.8	0	0	6	9.385265133740028e-4
Lindleinsmühle	Bündnis C - Christen für Deutschland	TRUE	46.1	0	0	1	4.7505938242280285e-4
Rottenbauer	Bündnis C - Christen für Deutschland	TRUE	42.2	0	0	2	7.736943907156673e-4
Sanderau	Bündnis C - Christen für Deutschland	TRUE	42.5	0	0	7	7.640253219820999e-4
Steinbachtal	Bündnis C - Christen für Deutschland	TRUE	43.5	0	0	1	3.10077519379845e-4
Versbach	Bündnis C - Christen für Deutschland	TRUE	44.6	0	0	3	6.89496667432774e-4
Zellerau	Bündnis C - Christen für Deutschland	TRUE	41.8	0	0	2	3.2336297493936947e-4
Altstadt	Christlich-Soziale Union in Bayern e.V.	TRUE	39.1	2814	0.22653356947351475	2333	0.18683430767998718
Dürrbachtal	Christlich-Soziale Union in Bayern e.V.	TRUE	44.4	1410	0.38661913901837125	1174	0.3196297304655595
Frauenland	Christlich-Soziale Union in Bayern e.V.	TRUE	41.3	3398	0.28356838855044647	2905	0.2414194299011053
Grombühl	Christlich-Soziale Union in Bayern e.V.	TRUE	38	883	0.19552701505757308	733	0.16131161971830985
Heidingsfeld	Christlich-Soziale Union in Bayern e.V.	TRUE	45.7	2134	0.36428815295322636	1788	0.3035653650254669
Heuchelhof	Christlich-Soziale Union in Bayern e.V.	TRUE	44.2	1499	0.3580984233158146	1274	0.30068444654236487
Lengfeld	Christlich-Soziale Union in Bayern e.V.	TRUE	43.8	2250	0.35438651756182077	1889	0.2954794306272486
Lindleinsmühle	Christlich-Soziale Union in Bayern e.V.	TRUE	46.1	726	0.3473684210526316	646	0.3068883610451306
Rottenbauer	Christlich-Soziale Union in Bayern e.V.	TRUE	42.2	944	0.3703413103177717	769	0.2974854932301741
Sanderau	Christlich-Soziale Union in Bayern e.V.	TRUE	42.5	2273	0.24901402278702892	1951	0.21294477188386815
Steinbachtal	Christlich-Soziale Union in Bayern e.V.	TRUE	43.5	1089	0.339041095890411	959	0.2973643410852713
Versbach	Christlich-Soziale Union in Bayern e.V.	TRUE	44.6	1492	0.3453703703703704	1251	0.2875201103194668
Zellerau	Christlich-Soziale Union in Bayern e.V.	TRUE	41.8	1370	0.22280045535859488	1173	0.1896523848019402
Altstadt	DER DRITTE WEG	TRUE	39.1	0	0	2	1.6016657323616562e-4
Dürrbachtal	DER DRITTE WEG	TRUE	44.4	0	0	0	0
Frauenland	DER DRITTE WEG	TRUE	41.3	0	0	3	2.493143854400399e-4
Grombühl	DER DRITTE WEG	TRUE	38	0	0	2	4.4014084507042255e-4
Heidingsfeld	DER DRITTE WEG	TRUE	45.7	0	0	4	6.791171477079797e-4
Heuchelhof	DER DRITTE WEG	TRUE	44.2	0	0	1	2.360160490913382e-4
Lengfeld	DER DRITTE WEG	TRUE	43.8	0	0	1	1.5642108556233381e-4
Lindleinsmühle	DER DRITTE WEG	TRUE	46.1	0	0	0	0
Rottenbauer	DER DRITTE WEG	TRUE	42.2	0	0	1	3.8684719535783365e-4
Sanderau	DER DRITTE WEG	TRUE	42.5	0	0	0	0
Steinbachtal	DER DRITTE WEG	TRUE	43.5	0	0	2	6.2015503875969e-4
Versbach	DER DRITTE WEG	TRUE	44.6	0	0	1	2.2983222247759135e-4
Zellerau	DER DRITTE WEG	TRUE	41.8	0	0	3	4.8504446240905415e-4
Altstadt	Deutsche Kommunistische Partei	TRUE	39.1	0	0	7	5.605830063265797e-4
Dürrbachtal	Deutsche Kommunistische Partei	TRUE	44.4	0	0	1	2.722570106180234e-4
Frauenland	Deutsche Kommunistische Partei	TRUE	41.3	0	0	4	3.3241918058671987e-4
Grombühl	Deutsche Kommunistische Partei	TRUE	38	0	0	1	2.2007042253521127e-4
Heidingsfeld	Deutsche Kommunistische Partei	TRUE	45.7	0	0	0	0
Heuchelhof	Deutsche Kommunistische Partei	TRUE	44.2	0	0	1	2.360160490913382e-4
Lengfeld	Deutsche Kommunistische Partei	TRUE	43.8	0	0	2	3.1284217112466763e-4
Lindleinsmühle	Deutsche Kommunistische Partei	TRUE	46.1	0	0	1	4.7505938242280285e-4
Rottenbauer	Deutsche Kommunistische Partei	TRUE	42.2	0	0	0	0
Sanderau	Deutsche Kommunistische Partei	TRUE	42.5	0	0	0	0
Steinbachtal	Deutsche Kommunistische Partei	TRUE	43.5	0	0	0	0
Versbach	Deutsche Kommunistische Partei	TRUE	44.6	0	0	2	4.596644449551827e-4
Zellerau	Deutsche Kommunistische Partei	TRUE	41.8	0	0	3	4.8504446240905415e-4
Altstadt	DIE LINKE	TRUE	39.1	793	0.06383835131218805	835	0.06686954432609914
Dürrbachtal	DIE LINKE	TRUE	44.4	153	0.041952289553057305	130	0.03539341138034304
Frauenland	DIE LINKE	TRUE	41.3	585	0.0488191604773429	600	0.049862877088007976
Grombühl	DIE LINKE	TRUE	38	364	0.08060230292294066	376	0.08274647887323944
Heidingsfeld	DIE LINKE	TRUE	45.7	252	0.04301809491293957	257	0.04363327674023769
Heuchelhof	DIE LINKE	TRUE	44.2	215	0.05136168179646441	161	0.03799858390370545
Lengfeld	DIE LINKE	TRUE	43.8	252	0.03969128996692393	241	0.037697481620522444
Lindleinsmühle	DIE LINKE	TRUE	46.1	131	0.06267942583732057	96	0.04560570071258908
Rottenbauer	DIE LINKE	TRUE	42.2	82	0.03216947822675559	81	0.031334622823984526
Sanderau	DIE LINKE	TRUE	42.5	529	0.0579535495179667	554	0.06046714691115477
Steinbachtal	DIE LINKE	TRUE	43.5	130	0.040473225404732256	131	0.04062015503875969
Versbach	DIE LINKE	TRUE	44.6	183	0.04236111111111111	163	0.037462652263847394
Zellerau	DIE LINKE	TRUE	41.8	513	0.08342819970726947	541	0.08746968472109944
Altstadt	Die Urbane. Eine HipHop Partei	TRUE	39.1	0	0	12	9.609994394169937e-4
Dürrbachtal	Die Urbane. Eine HipHop Partei	TRUE	44.4	0	0	1	2.722570106180234e-4
Frauenland	Die Urbane. Eine HipHop Partei	TRUE	41.3	0	0	7	5.817335660267597e-4
Grombühl	Die Urbane. Eine HipHop Partei	TRUE	38	0	0	1	2.2007042253521127e-4
Heidingsfeld	Die Urbane. Eine HipHop Partei	TRUE	45.7	0	0	5	8.488964346349745e-4
Heuchelhof	Die Urbane. Eine HipHop Partei	TRUE	44.2	0	0	1	2.360160490913382e-4
Lengfeld	Die Urbane. Eine HipHop Partei	TRUE	43.8	0	0	4	6.256843422493353e-4
Lindleinsmühle	Die Urbane. Eine HipHop Partei	TRUE	46.1	0	0	3	0.0014251781472684087
Rottenbauer	Die Urbane. Eine HipHop Partei	TRUE	42.2	0	0	2	7.736943907156673e-4
Sanderau	Die Urbane. Eine HipHop Partei	TRUE	42.5	0	0	5	5.457323728443571e-4
Steinbachtal	Die Urbane. Eine HipHop Partei	TRUE	43.5	0	0	3	9.302325581395349e-4
Versbach	Die Urbane. Eine HipHop Partei	TRUE	44.6	0	0	5	0.0011491611123879567
Zellerau	Die Urbane. Eine HipHop Partei	TRUE	41.8	0	0	8	0.0012934518997574779
Altstadt	Einzelbewerber Schürer	TRUE	39.1	105	0.008452745129608759	0	0
Dürrbachtal	Einzelbewerber Schürer	TRUE	44.4	46	0.012613106663010694	0	0
Frauenland	Einzelbewerber Schürer	TRUE	41.3	102	0.008512058749895685	0	0
Grombühl	Einzelbewerber Schürer	TRUE	38	36	0.007971656333038087	0	0
Heidingsfeld	Einzelbewerber Schürer	TRUE	45.7	68	0.011608057357459884	0	0
Heuchelhof	Einzelbewerber Schürer	TRUE	44.2	56	0.013377926421404682	0	0
Lengfeld	Einzelbewerber Schürer	TRUE	43.8	72	0.011340368561978264	0	0
Lindleinsmühle	Einzelbewerber Schürer	TRUE	46.1	28	0.013397129186602871	0	0
Rottenbauer	Einzelbewerber Schürer	TRUE	42.2	28	0.010984699882306787	0	0
Sanderau	Einzelbewerber Schürer	TRUE	42.5	66	0.007230499561787906	0	0
Steinbachtal	Einzelbewerber Schürer	TRUE	43.5	18	0.00560398505603985	0	0
Versbach	Einzelbewerber Schürer	TRUE	44.6	52	0.012037037037037037	0	0
Zellerau	Einzelbewerber Schürer	TRUE	41.8	66	0.01073345259391771	0	0
Altstadt	Freie Demokratische Partei	TRUE	39.1	1530	0.12316857188858477	1538	0.12316809481861135
Dürrbachtal	Freie Demokratische Partei	TRUE	44.4	407	0.11159857417055113	380	0.10345766403484889
Frauenland	Freie Demokratische Partei	TRUE	41.3	1482	0.12367520654260201	1429	0.11875675226460566
Grombühl	Freie Demokratische Partei	TRUE	38	479	0.10606731620903455	495	0.10893485915492958
Heidingsfeld	Freie Demokratische Partei	TRUE	45.7	587	0.100204848071014	549	0.0932088285229202
Heuchelhof	Freie Demokratische Partei	TRUE	44.2	555	0.13258480649784998	425	0.10030682086381874
Lengfeld	Freie Demokratische Partei	TRUE	43.8	780	0.12285399275476452	714	0.11168465509150634
Lindleinsmühle	Freie Demokratische Partei	TRUE	46.1	248	0.11866028708133972	184	0.08741092636579573
Rottenbauer	Freie Demokratische Partei	TRUE	42.2	284	0.1114162416633974	296	0.11450676982591876
Sanderau	Freie Demokratische Partei	TRUE	42.5	1008	0.11042944785276074	979	0.10685439860292513
Steinbachtal	Freie Demokratische Partei	TRUE	43.5	535	0.1665628891656289	548	0.16992248062015503
Versbach	Freie Demokratische Partei	TRUE	44.6	489	0.11319444444444444	443	0.10181567455757297
Zellerau	Freie Demokratische Partei	TRUE	41.8	589	0.09578793299723533	529	0.08552950687146321
Altstadt	FREIE WÄHLER	TRUE	39.1	380	0.030590887135726937	233	0.018659405782013295
Dürrbachtal	FREIE WÄHLER	TRUE	44.4	166	0.0455168631752125	110	0.029948271167982574
Frauenland	FREIE WÄHLER	TRUE	41.3	399	0.03329717099223901	265	0.02202277071387019
Grombühl	FREIE WÄHLER	TRUE	38	170	0.037643932683790966	118	0.02596830985915493
Heidingsfeld	FREIE WÄHLER	TRUE	45.7	282	0.04813929668828952	181	0.030730050933786078
Heuchelhof	FREIE WÄHLER	TRUE	44.2	229	0.054706163401815576	84	0.01982534812367241
Lengfeld	FREIE WÄHLER	TRUE	43.8	298	0.04693652543707671	175	0.027373689973408416
Lindleinsmühle	FREIE WÄHLER	TRUE	46.1	128	0.06124401913875598	55	0.026128266033254157
Rottenbauer	FREIE WÄHLER	TRUE	42.2	120	0.04707728520988623	84	0.03249516441005803
Sanderau	FREIE WÄHLER	TRUE	42.5	268	0.029360210341805432	224	0.024448810303427198
Steinbachtal	FREIE WÄHLER	TRUE	43.5	81	0.025217932752179328	62	0.019224806201550388
Versbach	FREIE WÄHLER	TRUE	44.6	214	0.04953703703703704	158	0.03631349115145943
Zellerau	FREIE WÄHLER	TRUE	41.8	246	0.04000650512278419	159	0.02570735650767987
Altstadt	Liberal-Konservative Reformer	TRUE	39.1	0	0	2	1.6016657323616562e-4
Dürrbachtal	Liberal-Konservative Reformer	TRUE	44.4	0	0	2	5.445140212360468e-4
Frauenland	Liberal-Konservative Reformer	TRUE	41.3	0	0	3	2.493143854400399e-4
Grombühl	Liberal-Konservative Reformer	TRUE	38	0	0	0	0
Heidingsfeld	Liberal-Konservative Reformer	TRUE	45.7	0	0	2	3.3955857385398983e-4
Heuchelhof	Liberal-Konservative Reformer	TRUE	44.2	0	0	1	2.360160490913382e-4
Lengfeld	Liberal-Konservative Reformer	TRUE	43.8	0	0	0	0
Lindleinsmühle	Liberal-Konservative Reformer	TRUE	46.1	0	0	1	4.7505938242280285e-4
Rottenbauer	Liberal-Konservative Reformer	TRUE	42.2	0	0	0	0
Sanderau	Liberal-Konservative Reformer	TRUE	42.5	0	0	1	1.0914647456887143e-4
Steinbachtal	Liberal-Konservative Reformer	TRUE	43.5	0	0	1	3.10077519379845e-4
Versbach	Liberal-Konservative Reformer	TRUE	44.6	0	0	4	9.193288899103654e-4
Zellerau	Liberal-Konservative Reformer	TRUE	41.8	0	0	0	0
Altstadt	Marxistisch-Leninistische Partei Deutschlands	TRUE	39.1	0	0	3	2.4024985985424843e-4
Dürrbachtal	Marxistisch-Leninistische Partei Deutschlands	TRUE	44.4	0	0	0	0
Frauenland	Marxistisch-Leninistische Partei Deutschlands	TRUE	41.3	0	0	0	0
Grombühl	Marxistisch-Leninistische Partei Deutschlands	TRUE	38	0	0	2	4.4014084507042255e-4
Heidingsfeld	Marxistisch-Leninistische Partei Deutschlands	TRUE	45.7	0	0	1	1.6977928692699492e-4
Heuchelhof	Marxistisch-Leninistische Partei Deutschlands	TRUE	44.2	0	0	0	0
Lengfeld	Marxistisch-Leninistische Partei Deutschlands	TRUE	43.8	0	0	2	3.1284217112466763e-4
Lindleinsmühle	Marxistisch-Leninistische Partei Deutschlands	TRUE	46.1	0	0	1	4.7505938242280285e-4
Rottenbauer	Marxistisch-Leninistische Partei Deutschlands	TRUE	42.2	0	0	0	0
Sanderau	Marxistisch-Leninistische Partei Deutschlands	TRUE	42.5	0	0	2	2.1829294913774285e-4
Steinbachtal	Marxistisch-Leninistische Partei Deutschlands	TRUE	43.5	0	0	0	0
Versbach	Marxistisch-Leninistische Partei Deutschlands	TRUE	44.6	0	0	1	2.2983222247759135e-4
Zellerau	Marxistisch-Leninistische Partei Deutschlands	TRUE	41.8	0	0	3	4.8504446240905415e-4
Altstadt	Nationaldemokratische Partei Deutschlands	TRUE	39.1	0	0	2	1.6016657323616562e-4
Dürrbachtal	Nationaldemokratische Partei Deutschlands	TRUE	44.4	0	0	1	2.722570106180234e-4
Frauenland	Nationaldemokratische Partei Deutschlands	TRUE	41.3	0	0	5	4.1552397573339984e-4
Grombühl	Nationaldemokratische Partei Deutschlands	TRUE	38	0	0	0	0
Heidingsfeld	Nationaldemokratische Partei Deutschlands	TRUE	45.7	0	0	2	3.3955857385398983e-4
Heuchelhof	Nationaldemokratische Partei Deutschlands	TRUE	44.2	0	0	3	7.080481472740147e-4
Lengfeld	Nationaldemokratische Partei Deutschlands	TRUE	43.8	0	0	4	6.256843422493353e-4
Lindleinsmühle	Nationaldemokratische Partei Deutschlands	TRUE	46.1	0	0	1	4.7505938242280285e-4
Rottenbauer	Nationaldemokratische Partei Deutschlands	TRUE	42.2	0	0	0	0
Sanderau	Nationaldemokratische Partei Deutschlands	TRUE	42.5	0	0	1	1.0914647456887143e-4
Steinbachtal	Nationaldemokratische Partei Deutschlands	TRUE	43.5	0	0	1	3.10077519379845e-4
Versbach	Nationaldemokratische Partei Deutschlands	TRUE	44.6	0	0	2	4.596644449551827e-4
Zellerau	Nationaldemokratische Partei Deutschlands	TRUE	41.8	0	0	1	1.6168148746968473e-4
Altstadt	Ökologisch-Demokratische Partei	TRUE	39.1	167	0.013443889872806312	71	0.00568591334988388
Dürrbachtal	Ökologisch-Demokratische Partei	TRUE	44.4	49	0.013435700575815739	21	0.0057173972229784915
Frauenland	Ökologisch-Demokratische Partei	TRUE	41.3	172	0.014353667695902529	81	0.006731488406881077
Grombühl	Ökologisch-Demokratische Partei	TRUE	38	65	0.014393268379096545	38	0.008362676056338027
Heidingsfeld	Ökologisch-Demokratische Partei	TRUE	45.7	98	0.016729259132809832	53	0.00899830220713073
Heuchelhof	Ökologisch-Demokratische Partei	TRUE	44.2	35	0.008361204013377926	18	0.004248288883644088
Lengfeld	Ökologisch-Demokratische Partei	TRUE	43.8	80	0.012600409513309183	41	0.006413264508055686
Lindleinsmühle	Ökologisch-Demokratische Partei	TRUE	46.1	23	0.011004784688995215	11	0.005225653206650831
Rottenbauer	Ökologisch-Demokratische Partei	TRUE	42.2	39	0.015300117693213025	19	0.007350096711798839
Sanderau	Ökologisch-Demokratische Partei	TRUE	42.5	133	0.014570552147239263	56	0.0061122025758567995
Steinbachtal	Ökologisch-Demokratische Partei	TRUE	43.5	30	0.00933997509339975	10	0.0031007751937984496
Versbach	Ökologisch-Demokratische Partei	TRUE	44.6	65	0.015046296296296295	24	0.005515973339462192
Zellerau	Ökologisch-Demokratische Partei	TRUE	41.8	95	0.01544966661245731	37	0.005982215036378334
Altstadt	Partei der Humanisten	TRUE	39.1	97	0.007808726453067139	41	0.003283414751341395
Dürrbachtal	Partei der Humanisten	TRUE	44.4	19	0.005209761447765287	6	0.0016335420637081405
Frauenland	Partei der Humanisten	TRUE	41.3	66	0.005507802720520738	34	0.002825563034987119
Grombühl	Partei der Humanisten	TRUE	38	29	0.006421612046058458	14	0.0030809859154929575
Heidingsfeld	Partei der Humanisten	TRUE	45.7	32	0.0054626152270399455	13	0.0022071307300509336
Heuchelhof	Partei der Humanisten	TRUE	44.2	15	0.00358337314859054	6	0.0014160962945480293
Lengfeld	Partei der Humanisten	TRUE	43.8	21	0.0033076074972436605	9	0.0014077897700610043
Lindleinsmühle	Partei der Humanisten	TRUE	46.1	5	0.0023923444976076554	2	9.501187648456057e-4
Rottenbauer	Partei der Humanisten	TRUE	42.2	23	0.009023146331894862	8	0.003094777562862669
Sanderau	Partei der Humanisten	TRUE	42.5	66	0.007230499561787906	23	0.0025103689150840426
Steinbachtal	Partei der Humanisten	TRUE	43.5	10	0.00311332503113325	5	0.0015503875968992248
Versbach	Partei der Humanisten	TRUE	44.6	13	0.0030092592592592593	7	0.0016088255573431394
Zellerau	Partei der Humanisten	TRUE	41.8	33	0.005366726296958855	17	0.00274858528698464
